ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
BLR,3478571,3507559,3536547,3565535,3594523,3623510,3652498,3681486,3710474,3739462,3768450,3799854,3831258,3862661,3894065,3925469,3956873,3988277,4019680,4051084,4082488,4116509,4150530,4184551,4218572,4252594,4286615,4320636,4354657,4388678,4422699,4459554,4496410,4533266,4570121,4606976,4643832,4680688,4717543,4754398,4791254,4831181,4871108,4911035,4950962,4990889,5030816,5070743,5110670,5150597,5190524,5233778,5277031,5320285,5363538,5406792,5450046,5493299,5536553,5579806,5623060,5669920,5716780,5763639,5810499,5857359,5904219,5951079,5997938,6044798,6091658,6142422,6193187,6243951,6294716,6345480,6396244,6447009,6497773,6548538,6599302,6654294,6709286,6764279,6819271,6874263,6929255,6984247,7039240,7094232,7149224,7208802,7268379,7327957,7387534,7447112,7506690,7566267,7625845,7685422,7745000,7789501,7834002,7878503,7923004,7967505,8012006,8056507,8101008,8145509,8190010,8274960,8359911,8444861,8529812,8614762,8699712,8784663,8869613,8954564,9039514,9101415,9163317,9225218,9287120,9349021,9410922,9472824,9534725,9596627,9658528,9718646,9778764,9838883,9899001,9959119,10013692,10068265,10122837,10177410,10231983,10241137,10234863,10216281,10190064,10159731,10126941,10091181,10051298,10005259,9952055,9891535,9825802,9758817,9695791,9640616,9594233,9556061,9526453,9505319,9492122,9487674,9490962,9497294,9500422,
BLZ,22224,22299,22373,22447,22521,22595,22669,22743,22817,22891,22965,23252,23539,23827,24114,24401,24688,24975,25262,25549,25836,26159,26482,26805,27128,27451,27774,28097,28420,28743,29065,29429,29792,30155,30519,30882,31245,31609,31972,32335,32699,33107,33516,33925,34334,34742,35151,35560,35969,36377,36786,37246,37706,38165,38625,39085,39545,40005,40465,40924,41384,41941,42497,43054,43610,44166,44723,45279,45836,46392,46949,47584,48220,48856,49492,50127,50763,51399,52035,52671,53306,54034,54761,55489,56216,56944,57671,58399,59126,59854,60581,61415,62248,63082,63916,64750,65583,66417,67251,68084,68918,71308,73698,76088,78478,80867,83257,85647,88037,90427,92817,95769,98721,101673,104625,107576,110497,113417,116338,119258,122179,124792,127148,129294,131306,133261,135145,136991,138972,141308,144151,147566,151498,155820,160342,164916,169570,174326,179025,183470,187552,191127,194321,197615,201678,206962,213674,221608,230289,239024,247312,254989,262202,269132,276085,283279,290751,298403,306165,313925,321609,329193,336707,344193,351706,
BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52286,52857,53426,53980,54507,54994,55439,55851,56237,56613,56990,57370,57752,58138,58528,58923,59324,59730,60138,60539,60931,61311,61680,62036,62374,62694,62989,63257,63511,63768,64035,64321,64614,64875,65058,65124,65064,64891,64627,64306,63954,63578,63179,62773,62376,
BOL,1423180,1450780,1478380,1505980,1533580,1561180,1588781,1616381,1643981,1671581,1699181,1675358,1651536,1627714,1603891,1580068,1556246,1532424,1508601,1484778,1460956,1437133,1413310,1389488,1365665,1341842,1318019,1294196,1270374,1246551,1222728,1299902,1377077,1454252,1531426,1608600,1685775,1762950,1840124,1917298,1994473,1969388,1944303,1919217,1894132,1869047,1843962,1818877,1793791,1768706,1743621,1770118,1796615,1823112,1849609,1876106,1902603,1929100,1955597,1982094,2008591,2097276,2185962,2274647,2363332,2452018,2540703,2629388,2718073,2806759,2895444,2898365,2901286,2904208,2907129,2910050,2912971,2915892,2918814,2921735,2924656,2973456,3022255,3071055,3119854,3168654,3217454,3266253,3315053,3363852,3412652,3342750,3272847,3202945,3133042,3063140,3024027,2984913,2945800,2906686,2867573,2927328,2989166,3053082,3119086,3187173,3257345,3329646,3404159,3480967,3560143,3641741,3725856,3812648,3902251,3994776,4090318,4189004,4291020,4396560,4505774,4600596,4698090,4798510,4902173,5009259,5119833,5233677,5350320,5469123,5589572,5711598,5835186,5959962,6085499,6211549,6337893,6464736,6592787,6723046,6856246,6992521,7131699,7273824,7418864,7566716,7717445,7870860,8026257,8182710,8339512,8496378,8653343,8810420,8967740,9125405,9283345,9441482,9599916,9758799,9918245,10078238,10238762,10399931,10561887,
BRA,8080376,8203302,8326227,8449152,8572078,8695004,8817929,8940854,9063780,9186706,9309631,9434008,9558385,9682763,9807140,9931517,10055894,10180271,10304649,10429026,10553403,10672090,10790778,10909465,11028152,11146840,11265527,11384214,11502901,11621589,11740276,12024618,12308960,12593302,12877644,13161986,13446328,13730670,14015012,14299354,14583696,14892373,15201051,15509728,15818406,16127083,16435760,16744438,17053115,17361793,17670470,18130870,18591269,19051669,19512068,19972468,20432868,20893267,21353667,21814066,22274466,23139104,24003742,24868379,25733017,26597655,27462293,28326931,29191568,30056206,30920844,31942697,32964550,33986402,35008255,36030108,37051961,38073814,39095666,40117519,41139372,41221985,41304598,41387210,41469823,41552436,41635049,41717662,41800274,41882887,41965500,43166399,44367298,45568196,46769095,47969994,49097916,50225838,51353761,52481683,53609605,55166902,56778935,58447918,60176149,61966034,63830273,65755431,67743648,69797146,71918214,74062968,76276333,78560636,80918301,83351833,85824043,88324188,90851302,93404391,95982453,98402200,100844390,103320790,105846270,108431280,111076060,113776470,116532150,119341440,122199720,125107380,128054760,131014340,133950550,136836430,139664640,142437480,145150470,147801820,150393140,152916850,155379010,157812220,160260510,162755050,165303160,167893830,170516480,173153070,175786440,178419400,181045590,183627340,186116360,188479240,190698240,192784520,194769700,196701300,198614210,200517580,202401580,204259380,206077900,
BRB,140000,140800,141600,142400,143200,144000,144800,145600,146400,147200,148000,148800,149600,150400,151200,152000,152800,153600,154400,155200,156000,156800,157600,158400,159200,160000,160800,161600,162400,163200,164000,164800,165600,166400,167200,168000,168800,169600,170400,171200,172000,172800,173600,174400,175200,176000,176800,177600,178400,179200,180000,180600,181200,181800,182400,183000,183600,184200,184800,185400,186000,186600,187200,187800,188400,189000,189600,190200,190800,191400,192000,192600,193200,193800,194400,195000,195600,196200,196800,197400,198000,198600,199200,199800,200400,201000,201600,202200,202800,203400,204000,204600,205200,205800,206400,207000,207600,208200,208800,209400,210000,212066,214132,216199,218265,220331,222750,225170,227589,230008,232428,229685,228834,230826,233358,235070,236317,238315,239959,239412,238847,240038,241441,242980,244539,246033,247444,248785,250035,251176,252197,253080,253836,254515,255195,255929,256738,257609,258524,259454,260374,261281,262184,263091,264015,264962,265940,266944,267949,268920,269838,270686,271479,272261,273091,274013,275040,276154,277315,278466,279566,280602,281580,282503,283380,
BRN,18248,18344,18440,18536,18632,18728,18824,18920,19016,19112,19208,19247,19286,19326,19365,19404,19443,19482,19522,19561,19600,19640,19680,19720,19760,19800,19840,19880,19920,19960,20000,20136,20273,20409,20545,20681,20818,20954,21090,21226,21363,21499,21635,21772,21908,22044,22180,22317,22453,22589,22726,22862,22998,23134,23271,23407,23543,23679,23816,23952,24088,24225,24361,24497,24633,24770,24906,25042,25178,25315,25451,26204,26958,27711,28464,29218,29971,30725,31478,32231,32985,33738,34492,35245,35998,36752,37505,38258,39012,39765,40519,41267,42015,42763,43512,44260,45008,45756,46505,47253,48001,51381,54761,58141,61521,64900,68280,71660,75040,78420,81800,86129,90458,94786,99115,103444,108701,113958,119215,124472,129729,135716,141836,148067,154395,160799,167283,173826,180357,186786,193057,199136,205061,210933,216893,223049,229418,235980,242750,249738,256939,264365,271989,279717,287423,295010,302449,309746,316873,323812,330554,337074,343383,349557,355700,361889,368150,374459,380786,387080,393302,399443,405512,411499,417394,
BTN,45793,46191,46589,46988,47386,47784,48182,48580,48979,49377,49775,50328,50881,51434,51987,52540,53093,53646,54200,54753,55306,55920,56535,57149,57764,58378,58993,59607,60222,60836,61451,62133,62816,63499,64182,64865,65547,66230,66913,67596,68279,69037,69796,70554,71313,72072,72830,73589,74348,75106,75865,76708,77551,78394,79237,80080,80923,81766,82609,83452,84294,85980,87666,89352,91038,92724,94410,96096,97782,99468,101153,103176,105200,107223,109246,111269,113292,115315,117338,119361,121384,123812,126239,128667,131095,133522,135950,138378,140806,143233,145661,148574,151487,154401,157314,160227,163140,166053,168967,171880,174793,181273,187752,194232,200711,207191,213671,220150,226630,233109,239589,246377,253165,259953,266741,273529,277115,280700,284286,287871,291457,301653,312712,324465,336677,349146,361862,374801,387731,400378,412561,423887,434385,444789,456135,469010,484151,500952,517068,529284,535505,534678,528085,518847,511382,508897,512377,520917,533506,548387,564187,580784,598421,616474,634235,651163,666920,681471,694990,707830,720246,732246,743711,754637,765008,
BWA,136493,136974,137454,137934,138415,138895,139376,139856,140336,140817,141297,141852,142407,142961,143516,144071,144626,145180,145735,146290,146844,147496,148148,148800,149452,150104,150756,151408,152059,152711,153363,154146,154929,155712,156495,157278,158060,158843,159626,160409,161192,162160,163129,164097,165065,166034,167002,167970,168938,169907,170875,172122,173368,174615,175862,177109,178356,179602,180849,182096,183342,185046,186749,188452,190155,191858,193562,195265,196968,198671,200374,202936,205497,208058,210619,213181,215742,218303,220864,223425,225987,230615,235243,239872,244500,249129,253757,258385,263014,267642,272270,286297,300323,314350,328376,342403,356429,370456,384482,398509,412535,423670,434804,445939,457073,468208,492450,516692,540935,565177,589419,598782,608488,618543,628901,638554,647887,656877,666845,678633,693021,715811,739754,765177,792513,822029,853860,887793,923305,959666,996331,1033073,1069962,1107103,1144716,1182942,1221668,1260720,1300097,1339813,1379814,1420098,1460453,1500356,1539135,1576291,1611827,1645846,1678111,1708368,1736579,1762531,1786672,1810438,1835750,1864003,1895671,1930431,1967866,2007212,2047831,2089706,2132822,2176510,2219937,
CAF,423115,424650,426184,427719,429254,430788,432323,433858,435393,436927,438462,440236,442010,443784,445558,447333,449107,450881,452655,454429,456203,458290,460377,462464,464552,466639,468726,470813,472900,474987,477074,479585,482096,484607,487118,489629,492140,494652,497163,499674,502185,505295,508406,511517,514628,517738,520849,523960,527071,530181,533292,537306,541320,545334,549348,553362,557376,561390,565404,569418,573432,578931,584430,589928,595427,600926,606425,611923,617422,622921,628420,636719,645019,653319,661618,669918,678218,686517,694817,703116,711416,726507,741598,756689,771779,786870,801961,817052,832143,847234,862324,908757,955190,1001623,1048056,1094489,1140922,1187355,1233788,1280221,1326654,1344315,1361977,1379638,1397299,1414960,1423777,1432594,1441410,1450227,1459044,1486288,1514752,1544470,1575539,1618218,1675455,1723708,1752963,1784395,1828710,1864757,1900702,1937383,1975968,2017379,2061552,2108417,2158844,2213888,2274095,2340259,2411693,2485666,2558432,2627424,2691312,2751163,2809720,2871005,2937832,3010950,3089141,3170848,3253698,3335840,3417163,3497910,3577028,3653310,3726048,3794677,3859784,3923294,3987896,4055608,4127112,4202104,4280405,4361492,4444973,4530903,4619500,4710678,4804316,
CAN,2397799,2497785,2597770,2697756,2797742,2897728,2997713,3097699,3197685,3297670,3397656,3447135,3496614,3546094,3595573,3645052,3694531,3744010,3793490,3842969,3892448,3956880,4021312,4085744,4150176,4214608,4279040,4343472,4407904,4472336,4536768,4593030,4649292,4705553,4761815,4818077,4874339,4930601,4986862,5043124,5099386,5140511,5181635,5222760,5263884,5305009,5346134,5387258,5428383,5469507,5510632,5683481,5856330,6029179,6202028,6374878,6547727,6720576,6893425,7066274,7239123,7400224,7561326,7722427,7883529,8044630,8205731,8366833,8527934,8689036,8850137,9012742,9175348,9337954,9500559,9663164,9825770,9988376,10150981,10313586,10476192,10597577,10718962,10840347,10961732,11083116,11204501,11325886,11447271,11568656,11690041,11894735,12099430,12304124,12508819,12713513,12933053,13152593,13372133,13591672,13811212,14125903,14574312,14966419,15412818,15821012,16210103,16767096,17212488,17616660,18005751,18368701,18714560,19066449,19429402,19784307,20156306,20522272,20840986,21141600,21439200,21790338,22141998,22488744,22823272,23140609,23439940,23723801,23994948,24257594,24515788,24768525,25017501,25272656,25546736,25848173,26181342,26541981,26919036,27296517,27662440,28014102,28353843,28680921,28995822,29299478,29590952,29871092,30145148,30420216,30701903,30991344,31288572,31596593,31918582,32256333,32611436,32982275,33363256,33746559,34126173,34499905,34868151,35230612,35587793,
CHE,2392000,2403840,2415680,2427520,2439360,2451200,2463040,2474880,2486720,2498560,2510400,2526320,2542240,2558161,2574081,2590001,2605921,2621841,2637762,2653682,2669602,2685825,2702048,2718271,2734494,2750718,2766941,2783164,2799387,2815610,2831833,2841810,2851786,2861763,2871740,2881716,2891693,2901670,2911647,2921623,2931600,2969990,3008380,3046770,3085160,3123550,3161940,3200330,3238720,3277110,3315500,3359300,3403100,3446901,3490701,3534501,3578301,3622101,3665902,3709702,3753502,3766192,3778881,3791571,3804261,3816950,3829640,3842330,3855020,3867709,3880399,3899009,3917619,3936230,3954840,3973450,3992060,4010670,4029281,4047891,4066501,4084571,4102641,4120711,4138781,4156851,4174921,4192991,4211061,4229131,4247201,4291744,4336287,4380830,4425373,4469916,4500105,4530295,4560485,4590675,4620865,4675008,4739980,4801998,4852203,4902409,4966396,5046134,5117997,5177062,5278457,5426120,5577721,5698804,5795277,5850405,5902579,5968535,6036460,6115214,6169357,6221634,6270112,6311468,6341051,6356178,6355245,6341216,6321583,6306578,6303608,6315799,6341369,6376791,6416275,6455680,6493442,6531160,6571461,6618268,6673920,6739995,6814186,6890300,6959860,7017042,7059633,7090176,7113505,7136813,7165581,7200945,7242034,7289901,7345299,7408608,7480317,7560141,7646542,7737316,7830534,7925813,8022628,8118719,8211383,
CHL,1335861,1370190,1404520,1438850,1473179,1507508,1541838,1576168,1610497,1644826,1679156,1709146,1739136,1769126,1799116,1829106,1859096,1889086,1919076,1949066,1979056,2011425,2043793,2076162,2108530,2140899,2173268,2205636,2238005,2270373,2302742,2333499,2364257,2395014,2425772,2456529,2487286,2518044,2548801,2579559,2610316,2642414,2674513,2706611,2738709,2770808,2802906,2835004,2867102,2899201,2931299,2976618,3021937,3067256,3112575,3157894,3203212,3248531,3293850,3339169,3384488,3423339,3462190,3501041,3539892,3578744,3617595,3656446,3695297,3734148,3772999,3820698,3868397,3916095,3963794,4011493,4059192,4106891,4154589,4202288,4249987,4327183,4404379,4481576,4558772,4635968,4713164,4790360,4867557,4944753,5021949,5127947,5233946,5339944,5445942,5551940,5657939,5802538,5947137,6091737,6236336,6380935,6509214,6626745,6748572,6882409,7030987,7193863,7368755,7552530,7741865,7933708,8125530,8315461,8502313,8685543,8865179,9041702,9215938,9388936,9561868,9741579,9916558,10087377,10255074,10420590,10584237,10746328,10907901,11070198,11234340,11400489,11569135,11742057,11921407,12108576,12304203,12507488,12716508,12928491,13141202,13354054,13566942,13778676,13987999,14193986,14396020,14594070,14788609,14980484,15170387,15358418,15544554,15729268,15913119,16096571,16279728,16462701,16645940,16829957,17015048,17201305,17388437,17575833,17762647,
CHN,429199200,428470896,427742592,427014288,426285984,425557680,424829376,424101072,423372768,422644464,421916160,415527379,409138598,402749817,396361036,389972255,383583474,377194693,370805912,364417131,358028350,358449499,358870648,359291797,359712946,360134095,360555244,360976393,361397542,361818691,362239840,363375923,364512006,365648089,366784172,367920255,369056338,370192421,371328504,372464587,373600670,376043765,378486860,380929955,383373050,385816145,388259240,390702335,393145430,395588525,398031620,400320877,402610134,404899391,407188648,409477905,411767162,414056419,416345676,418634933,420924190,425799915,430675640,435551365,440427090,445302815,450178540,455054265,459929990,464805715,469681440,471373229,473065018,474756807,476448596,478140385,479832174,481523963,483215752,484907541,486599330,489768056,492936782,496105508,499274234,502442960,505611686,508780412,511949138,515117864,518286590,519893406,521500222,523107038,524713854,526320670,527927486,529534302,536869000,544203698,551538395,558873093,566207791,575722921,586103736,597934536,610160946,624035476,637328472,644863992,641228563,635324802,643831872,664474825,685974800,705173903,725236164,744371027,764901679,787063429,808510713,829367784,849787991,869474823,888132761,905580445,921688199,936554514,950537317,964155176,977837433,991553829,1005328574,1019698475,1035328572,1052622410,1071834975,1092646739,1114162025,1135128009,1154605773,1172327831,1188450231,1202982955,1216067023,1227841281,1238234851,1247259143,1255262566,1262713651,1269974572,1277188787,1284349938,1291485488,1298573031,1305600630,1312600877,1319625197,1326690636,1333807063,1340968737,1348174478,1355386952,1362514260,1369435670,
CIV,1490236,1492798,1495360,1497922,1500484,1503046,1505609,1508171,1510733,1513295,1515857,1518758,1521658,1524559,1527460,1530360,1533261,1536162,1539063,1541963,1544864,1548198,1551532,1554866,1558200,1561534,1564868,1568202,1571536,1574870,1578204,1582108,1586013,1589917,1593821,1597726,1601630,1605534,1609438,1613343,1617247,1621934,1626622,1631310,1635997,1640684,1645372,1650060,1654747,1659434,1664122,1669944,1675765,1681586,1687408,1693230,1699051,1704872,1710694,1716516,1722337,1729935,1737532,1745130,1752728,1760326,1767923,1775521,1783119,1790716,1798314,1809049,1819784,1830519,1841254,1851989,1862724,1873459,1884194,1894929,1905664,1923253,1940843,1958432,1976022,1993611,2011200,2028790,2046379,2063969,2081558,2123890,2166223,2208556,2250888,2293220,2335553,2377886,2420218,2462550,2504883,2598870,2692858,2786845,2880832,2974820,3051856,3128892,3205928,3282964,3360000,3481332,3610654,3759788,3919012,4093146,4287861,4500829,4733850,4978919,5241914,5487594,5747633,6021405,6307936,6606395,6916302,7237451,7569558,7912390,8265549,8629121,9002400,9383289,9769105,10158033,10548148,10939987,11337122,11744698,12165909,12600967,13046907,13499696,13953779,14404340,14852193,15296390,15728482,16137824,16517948,16865376,17185421,17491539,17802516,18132702,18486392,18862172,19261647,19684909,20131707,20604172,21102641,21622490,22157107,
CMR,2173134,2178250,2183366,2188482,2193598,2198714,2203831,2208947,2214063,2219179,2224295,2230128,2235962,2241796,2247629,2253462,2259296,2265130,2270963,2276796,2282630,2289386,2296142,2302898,2309654,2316410,2323166,2329922,2336678,2343434,2350190,2358175,2366160,2374145,2382130,2390115,2398100,2406085,2414070,2422055,2430040,2439726,2449413,2459100,2468786,2478472,2488159,2497846,2507532,2517218,2526905,2539090,2551275,2563459,2575644,2587829,2600014,2612199,2624383,2636568,2648753,2664911,2681069,2697227,2713385,2729544,2745702,2761860,2778018,2794176,2810334,2833671,2857008,2880345,2903682,2927019,2950356,2973693,2997030,3020367,3043704,3083252,3122801,3162349,3201898,3241446,3280994,3320543,3360091,3399640,3439188,3541919,3644649,3747380,3850111,3952842,4055572,4158303,4261034,4363764,4466495,4560645,4654795,4748945,4843095,4937246,5078925,5220604,5362283,5503963,5645642,5736642,5831731,5931125,6035108,6143925,6257832,6377167,6502222,6633376,6770967,6948847,7134374,7327874,7529704,7740196,7959500,8187840,8425707,8673666,8932121,9201146,9480638,9770555,10070779,10381098,10701458,11031515,11370394,11716975,12070359,12430311,12796739,13169100,13546823,13929575,14317191,14709961,15108630,15514249,15927713,16349364,16779434,17218591,17667576,18126999,18597109,19078100,19570418,20074522,20590666,21119065,21659488,22211166,22773014,
